age,address,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,outcome,first_name,second_name,date,geographical_feature
4,"9157 z03y bridg3 av3.\nkirlinshir3, fm 41569",admin.,married,secondary,False,179,True,False,cellular,194,4,436,1,other,False,gladys,gusikowski,29/01,unknown
5,"1059 anahi divide ave.\neast timothystad, id 41715",admin.,married,secondary,False,602,False,False,cellular,324,3,90,2,success,True,junior,brekke,01/06,unknown
5,"846 Rayn0r Gr33ns \nJ3rr3llbury, A3 14092-6324",technician,married,secondary,False,273,True,False,cellular,84,3,183,3,failure,False,abagail,glover,29/01,unknown
2,"809PadbergStationSuite328\nWestLoma,KS46670",management,single,tertiary,False,80,False,False,cellular,676,2,146,2,failure,True,bobby,dibbert,20/10,unknown
4,"537BlockLockSt.\nSeanborough,KY87688-4689",admin.,single,secondary,False,462,True,True,cellular,272,1,335,4,other,False,osbaldo,cole,06/04,unknown
3,"3701ShanyLandingAve.\nShermanland,MS38569-8882",admin.,married,secondary,False,176,True,False,cellular,147,2,347,1,failure,False,ericka,shanahan,05/05,unknown
3,"80194FeilSummit\nSouthGreenborough,AR98444-0316",admin.,married,tertiary,False,0,True,False,cellular,65,2,119,1,failure,False,gia,mills,17/11,unknown
3,"8474GottliebStravenueAve.\nNorthLondonmouth,KY78295-1784",admin.,married,tertiary,False,899,True,False,telephone,377,3,7,4,success,False,niko,vonrueden,19/11,unknown
3,"43398 graham m0unt\ns0uth b3rni3c3, fm 82645",services,single,secondary,False,21,True,False,cellular,96,1,271,2,other,False,kelsi,berge,02/02,unknown
3,"985 ALVAH MILLS SUITE 784\NSANFORDVILLE, TX 52683",technician,married,secondary,False,23,True,False,cellular,152,2,347,1,failure,False,deven,glover,08/05,unknown
7,"827RaynorLakesSt.\nKuvalisport,MA59210",retired,married,secondary,False,3771,False,False,telephone,185,1,181,2,success,True,elyssa,bernier,15/04,water
3,"716 Schowalter Hill St.\nTurnermouth, KS 60089-9057",technician,single,tertiary,False,992,True,False,cellular,301,1,88,2,success,False,cornell,dooley,04/05,relief
3,"19213Nad3rR0ads\nS0uthSv3np0rt,FM76399",technician,single,tertiary,False,2658,True,False,cellular,768,2,141,3,failure,True,jaunita,hand,19/08,unknown
3,"2559 HETTINGER LODGE \NNEW JESSIKA, ME 97893-5684",management,divorced,tertiary,False,1315,True,False,cellular,1337,4,126,1,failure,False,madeline,wisozk,19/11,unknown
2,"70203VALLIELIGHT\NSOUTHKYLEIGH,AE93734",technician,married,secondary,False,1599,True,False,cellular,115,1,61,1,failure,False,maxwell,ernser,08/07,unknown
3,"87616 edythe lodge\nnorth myrtlebury, nh 71643",services,single,secondary,False,-196,True,False,cellular,60,1,271,1,failure,False,friedrich,renner,02/02,unknown
3,"727MaxwellDamSuite729\nWestMinervaport,NC54786",technician,married,tertiary,False,432,True,False,cellular,10,2,373,1,other,False,elna,schulist,15/05,unknown
3,"4569 Rey Burgs Suite 711\nHeberburgh, FL 05937",blue-collar,married,secondary,False,975,True,False,cellular,256,2,351,2,failure,False,judd,kohler,13/05,unknown
3,"508WalterRadialApt.853\nPortCristalton,RI83235",technician,married,secondary,False,359,True,False,cellular,210,1,242,1,other,False,marta,jacobi,20/04,unknown
3,"051 Gulgowski Mission Apt. 259\nBeckerfurt, AP 60014-0420",technician,married,tertiary,False,0,True,True,cellular,112,1,62,6,other,False,isaiah,goyette,23/09,unknown
4,"6587 Devonte Fork Apt. 258\nFurmanfort, WY 97409-8239",technician,single,secondary,False,33,True,False,cellular,195,3,351,10,failure,False,wellington,roberts,13/05,unknown
4,"607 Glover Ridge St.\nSouth Rigoberto, AL 05038-1192",blue-collar,single,secondary,False,0,True,False,cellular,768,2,91,5,success,False,dixie,johnson,26/07,unknown
3,"327CallieCauseway\nSouthTerrance,NM85287",blue-collar,married,secondary,False,3576,True,False,cellular,124,1,308,2,other,False,howell,haley,02/04,unknown
3,"497 Hailey Flats St.\nDayanaton, IA 27202",management,married,tertiary,False,0,True,False,cellular,60,1,250,1,other,False,antonia,pollich,28/01,unknown
4,"191 alford brooks st.\nport jeffrey, va 10347-6318",technician,married,secondary,False,0,False,True,cellular,9,2,172,5,failure,False,domingo,heller,08/05,unknown
5,"9773HettingerKeyApt.477\nSouthLilyantown,ND29730-7282",retired,married,primary,False,3401,True,False,cellular,84,3,265,2,failure,False,zander,greenfelder,03/02,unknown
5,"7796LizzieViewsAve.\nKirlinchester,IL49805",technician,married,tertiary,False,883,False,False,cellular,543,1,78,2,failure,False,weldon,schneider,18/08,unknown
4,"4195ParkerGardensAve.\nTyreeshire,HI62179-0739",services,married,secondary,False,0,True,False,cellular,297,1,28,3,failure,False,lizzie,reynolds,02/06,unknown
3,"6810 GL3ICHN3R 3STAT3S \NMARVINF0RT, AZ 48169",housemaid,married,tertiary,False,11219,False,False,cellular,699,2,79,1,failure,False,alyson,kunde,12/08,unknown
3,"3636 terrence manors \nnorth madisyn, mo 09845-0182",admin.,married,tertiary,False,69,False,True,cellular,120,3,1,6,success,True,helmer,ferry,04/08,unknown
6,"01947 J0hnny Passag3\nW3st Tyr3s3, LA 18461-9906",retired,divorced,primary,False,1840,False,False,cellular,383,2,188,5,failure,False,armando,dare,01/06,unknown
4,"6978LangworthTrailAve.\nRachelview,CT49007",blue-collar,married,secondary,False,8545,True,True,cellular,199,7,167,1,failure,False,garnett,schowalter,06/05,unknown
2,"7044 L0is Pin3 Apt. 692\nJ3ff3rych3st3r, AZ 39073",admin.,single,tertiary,False,760,True,False,cellular,223,3,89,2,failure,True,christian,weber,27/05,unknown
3,"0293 CHEYANNE TUNNEL AVE.\NWEST DOMINIC, AZ 70180",entrepreneur,married,secondary,False,2971,False,False,cellular,429,4,164,2,failure,True,valentin,stracke,04/05,unknown
3,"9064Sau3rLightAv3.\nW3stl3yvill3,D392256-8550",management,married,tertiary,False,1199,False,False,cellular,178,1,1,1,success,True,avery,murazik,04/08,unknown
3,"55626 Florida Cliff\nPort Llewellynstad, CO 17997",technician,married,secondary,False,6699,False,False,cellular,425,1,462,1,failure,False,elwin,bailey,09/11,unknown
3,"12633unaVistaSuit3045\nW3stRahulp0rt,MP49839",unemployed,married,secondary,False,978,False,False,cellular,1370,3,209,3,success,True,rebecca,goldner,29/12,unknown
2,"1388 gaylord isle ave.\njerdeberg, ri 58872-7647",technician,single,tertiary,False,828,True,False,cellular,215,3,321,3,other,False,trevion,o'keefe,16/04,unknown
3,"035AlanaPike\nAiyanaburgh,AS09133",management,single,tertiary,False,1410,True,False,cellular,8,1,254,5,failure,False,bradford,renner,05/02,unknown
6,"862WeissnatHarborsSt.\nPortBrendenville,ME40155",retired,married,primary,False,1084,False,False,cellular,201,1,183,1,success,False,guy,rodriguez,14/10,unknown
4,"82341 Zieme Stravenue\nNorth Damientown, NH 22025-5112",management,married,tertiary,False,832,True,True,cellular,164,1,176,1,failure,False,ignacio,franecki,21/11,unknown
3,"4378KohlerPointAve.\nGerholdland,FM30454-9013",blue-collar,single,secondary,False,219,True,True,cellular,270,2,347,1,failure,False,tobin,gorczany,11/05,unknown
5,"152 dudley manor st.\nconnhaven, nd 51136",management,married,primary,False,2587,False,False,cellular,328,2,94,2,success,True,bethany,mitchell,04/09,unknown
4,"0933 marcellus ridge ave.\nnorth berry, ca 32891",self-employed,married,tertiary,False,2303,True,False,cellular,323,2,364,1,failure,False,delbert,skiles,06/05,unknown
5,"71580 BAILEY FLAT\NWEIMANNBERG, ID 31648-0974",management,married,tertiary,False,4,False,False,cellular,223,1,96,2,failure,False,elwin,gislason,17/11,unknown
2,"824 Alene Ford Suite 640\nMayertmouth, MH 34654",management,married,tertiary,False,318,True,False,cellular,1434,2,356,4,failure,False,mateo,bradtke,18/05,unknown
3,"86826 R0lfs0n C0urs3\nW3st Wil3ym0uth, PW 97270",management,single,tertiary,False,8436,True,False,cellular,245,1,149,2,failure,False,maiya,green,17/04,unknown
3,"1654 Jacky Drive \nTalonhaven, TN 63438-5379",entrepreneur,married,secondary,False,946,True,False,cellular,1065,1,183,1,other,False,evan,farrell,19/11,unknown
4,"303 gottlieb plaza st.\nwest nathanael, as 86154",admin.,married,secondary,False,-396,True,False,cellular,80,1,308,4,failure,False,callie,green,11/05,unknown
3,"737SAWAYNFORKST.\NPORTZOEY,NM18516-7284",services,single,secondary,False,0,True,False,cellular,131,6,363,9,failure,False,christiana,runolfsdottir,18/05,unknown
3,"5507 dejuan mountain ave.\nfeliciaside, ak 47158",management,married,tertiary,False,393,True,False,cellular,567,3,275,4,failure,True,carmela,wisoky,14/05,unknown
3,"75306 Sterling Isle\nStaceyland, RI 02213-3936",blue-collar,married,secondary,False,0,True,False,cellular,53,1,325,1,failure,False,jayne,kertzmann,30/04,unknown
3,"4004McLaughlinParksAv3.\n3n0sb3rg,IL55799",services,married,secondary,False,1328,True,False,telephone,121,2,341,4,failure,False,autumn,hoeger,13/05,unknown
3,"188 M3dhurst Rapid \nW3st Amarif0rt, M3 97698",management,single,tertiary,False,1240,True,False,cellular,505,2,260,1,other,False,britney,hirthe,04/02,unknown
3,"510DAR3CIRCL3SAPT.664\NW3STCARM3LLACH3ST3R,MH50366-0405",blue-collar,married,secondary,False,43,True,False,cellular,332,2,358,2,failure,False,kira,swift,14/05,unknown
3,"334 Willis Trafficway \nNew Cayla, KY 53835",technician,single,tertiary,False,6101,False,False,cellular,60,5,87,1,success,False,vada,schiller,04/05,unknown
4,"6654 Ortiz Glen Ave.\nAdrainchester, AP 10683-7728",management,married,secondary,False,438,True,False,telephone,37,3,303,1,failure,False,chase,bogan,08/05,unknown
5,"0847 imogene freeway ave.\nnorth amiraport, ar 53975",admin.,married,secondary,False,0,False,False,cellular,161,1,98,2,failure,True,maud,koss,28/01,unknown
7,"2346 Dayne Landing \nDickinsonbury, AA 81266-4462",retired,divorced,tertiary,False,3810,True,False,cellular,262,1,183,1,failure,True,nikki,monahan,16/11,unknown
3,"749 Ophelia Unions St.\nKaileyside, NV 46187-3639",management,married,tertiary,False,502,True,False,cellular,551,1,351,1,failure,False,shawn,howe,07/05,unknown
3,"3623 Barry Bridge \nWinonaborough, GA 64781-0714",management,single,tertiary,False,876,True,False,cellular,140,4,327,2,failure,False,fernando,balistreri,15/04,unknown
4,"4537 Nella Drive \nZboncakmouth, CO 98176-9749",blue-collar,married,secondary,False,130,False,False,cellular,156,1,337,3,failure,False,katelyn,bergnaum,05/05,unknown
2,"1580'K33f3BypassSt.\nN0rthJ3rr0dvill3,PA45023",admin.,single,secondary,False,619,True,False,cellular,16,5,322,4,other,False,alden,frami,20/04,unknown
4,"6237 jada freeway apt. 472\nhuelfurt, mi 12358-7807",management,divorced,tertiary,False,36,False,False,cellular,118,1,102,2,failure,False,kirstin,turner,26/05,unknown
3,"783 Al3x Und3rpass Suit3 430\nR0drigu3zf0rt, C0 40446",blue-collar,married,secondary,False,889,True,False,cellular,185,1,99,5,success,True,elmira,padberg,10/09,unknown
5,"351 ZECHARIAH ROUTE ST.\NWEST LILIAN, MO 06524",housemaid,married,secondary,False,0,False,False,telephone,722,1,99,4,failure,False,magdalen,collier,03/02,unknown
7,"064 Jenifer Hills Apt. 691\nWilmafurt, WV 44131-4905",retired,married,tertiary,False,7802,False,False,telephone,421,1,92,2,success,True,vince,smith,04/05,relief
4,"39793 o'reilly roads\nlake armand, il 27864",technician,married,secondary,False,694,True,False,cellular,97,4,196,5,failure,False,giovanny,parker,04/02,water
5,"6422KeelingPassageSuite155\nBartonport,WV19557-6601",admin.,married,secondary,False,1796,False,False,telephone,295,1,91,2,success,True,adonis,ledner,16/03,unknown
5,"48251Jam3yW3ll\nPac0chab3rg,ID36618",housemaid,married,secondary,False,7317,True,False,cellular,172,1,370,1,failure,False,amalia,bogisich,13/05,unknown
3,"95289 Welch River\nKurtisland, HI 57529-8854",management,single,tertiary,False,12607,False,False,cellular,203,5,84,1,failure,False,josie,goyette,14/08,water
3,"7319 eldridge plains suite 980\nlake angelobury, mo 02555-3390",blue-collar,married,secondary,False,121,True,True,cellular,168,1,212,2,failure,False,violette,block,06/02,water
5,"84268 Amira Path\nSouth Steveberg, HI 75159-8489",technician,married,secondary,False,195,True,False,cellular,220,1,63,5,failure,True,kirstin,brakus,18/02,unknown
4,"8983WisozkVistaAve.\nLurlineside,NV67619",unemployed,divorced,primary,False,757,False,False,cellular,103,1,325,4,failure,False,eloy,parisian,20/04,unknown
3,"2138ABSHIRELOCKSAVE.\NLAKEALLENESTAD,UT22403",management,married,tertiary,False,902,True,False,cellular,159,1,367,2,other,False,sandy,cassin,14/05,water
6,"964 Marvin Shoals St.\nSchmelerberg, MO 76921",retired,married,secondary,False,5207,False,False,cellular,336,1,81,2,other,False,haven,gibson,11/09,unknown
4,"91350 Letha Lodge\nSouth Stella, MO 20216",admin.,divorced,secondary,False,738,True,False,cellular,585,4,191,4,failure,False,garrick,kunde,21/11,unknown
4,"16466ALESSANDROLAND\NLAKECONSUELO,HI92810-2492",services,married,primary,False,2567,True,False,cellular,109,1,360,2,failure,False,jaron,gutmann,14/05,water
4,"7641HesselFordApt.869\nKertzmannberg,RI37955",admin.,single,secondary,False,3696,False,False,cellular,250,2,181,4,success,True,jewell,pfannerstill,12/07,unknown
3,"031 Ziemann Hill Suite 828\nWest Mandy, MP 47648-4542",technician,married,secondary,False,-228,True,False,cellular,187,3,332,3,other,False,valentine,torp,20/04,relief
6,"219 SHANIYA SPRINGS ST.\NJ0HNST0NT0WN, MD 75701-3972",retired,married,secondary,False,2747,False,False,cellular,113,1,80,1,failure,False,buddy,pouros,11/09,unknown
3,"501 J0an Island Apt. 889\nAri3lp0rt, NC 50913-4997",admin.,married,secondary,False,1314,True,False,cellular,682,2,85,7,success,False,alyson,zulauf,08/05,unknown
5,"9198 minni3 0rchard apt. 206\nn3w d3v0nt3, a3 77030-3754",technician,married,secondary,False,2497,True,False,cellular,35,1,176,1,failure,False,sheldon,wilderman,21/11,unknown
4,"369HagenesViewSt.\nEastBenmouth,LA35492",technician,married,secondary,False,56,True,True,cellular,194,1,247,1,failure,False,nicholas,kunze,29/01,unknown
5,"361 Ericka Hills St.\nNew Zechariah, OK 18316",management,married,tertiary,False,1319,True,False,cellular,427,1,150,1,failure,False,tierra,ledner,16/04,relief
4,"18372JanetCourts\nYasminmouth,SC77560-7783",blue-collar,married,secondary,False,171,False,False,cellular,19,3,175,2,other,False,salma,hilpert,04/02,unknown
3,"765 Vladimir Ways Suite 474\nSouth Chloeton, MT 12200",technician,single,tertiary,False,696,False,True,cellular,193,1,176,8,failure,False,lela,romaguera,05/02,unknown
4,"56907 Schm3l3r 0rchard\nN3w Th3r3s3, VA 07681-0066",housemaid,married,primary,False,201,True,False,cellular,58,2,382,1,failure,False,creola,doyle,07/08,unknown
6,"5174HESSELGARDENSAVE.\NNEWBUSTER,NM01885",retired,divorced,unknown,False,-49,True,False,cellular,188,1,261,2,failure,False,patsy,oberbrunner,29/01,unknown
5,"465Nad3rHillsSt.\nR0salindavi3w,0H81048",blue-collar,married,primary,False,12519,True,False,cellular,146,2,147,4,success,False,nina,waters,17/04,relief
3,"76959 Koepp Flat\nShieldsfort, HI 21848",technician,married,tertiary,False,1161,True,False,cellular,236,1,336,1,failure,False,moshe,franecki,09/04,unknown
3,"183 weber plaza apt. 336\nnew mistyfurt, pr 19282-3276",technician,married,tertiary,False,7050,False,False,cellular,222,3,182,4,success,True,jayde,schuster,11/08,unknown
4,"027 HARTMANN TRACE ST.\NEAST CARMELO, FL 48390",management,single,tertiary,False,1509,False,False,cellular,333,1,58,3,failure,False,garry,goodwin,12/05,unknown
5,"3242 Cristobal Lodge Suite 259\nArlieshire, MI 32711-6784",management,married,tertiary,False,2764,False,False,cellular,237,1,206,2,failure,False,geovanny,boyer,24/12,unknown
3,"857 Henderson Extensions St.\nNorth Patience, CT 35317-2411",technician,married,tertiary,False,8023,False,False,cellular,107,1,105,3,failure,False,mariela,ullrich,30/11,unknown
4,"236 Jenkins Forest St.\nNorth Fanniefurt, NE 28011-3470",management,divorced,tertiary,False,6269,True,False,telephone,249,3,112,2,failure,False,cooper,mohr,18/11,unknown
6,"9588Margar3ttAv3nu3Av3.\nN3wCarmin3hav3n,MH48761-6566",management,married,primary,False,252,True,True,cellular,123,2,147,3,failure,False,ben,cassin,13/04,unknown
3,"12572 K3SSL3R PRAIRI3\NVIRGI3P0RT, A3 66561-0992",housemaid,single,tertiary,False,23663,True,False,cellular,199,2,146,2,failure,False,erna,nienow,16/04,unknown
2,"9860KYLECOURTAVE.\NPORTMITTIESHIRE,AS40507",entrepreneur,single,tertiary,False,81,False,False,cellular,197,1,199,3,failure,False,emily,ziemann,05/02,unknown
6,"729 Treutel Neck St.\nMosciskiland, AP 61303-8099",retired,married,primary,False,43,False,False,cellular,117,1,91,1,success,False,giuseppe,o'reilly,11/03,unknown
4,"532LEONELRUE\NDYLANSIDE,VT99268",technician,married,secondary,False,57,False,False,cellular,253,1,342,1,success,False,juwan,kris,05/05,unknown
3,"6188 Wehner Roads Apt. 920\nPort Oralmouth, RI 59646-8825",technician,divorced,secondary,False,666,True,True,cellular,190,1,133,1,other,False,dorian,mills,03/04,unknown
5,"225 KEELING STATION ST.\NWEST VICTORTOWN, HI 10589-3563",entrepreneur,married,primary,False,1034,True,False,cellular,854,2,170,3,other,False,serena,hyatt,19/11,unknown
5,"6684 Kassandra C0urt Apt. 940\nBradyt0wn, RI 81806",technician,married,secondary,False,0,False,False,telephone,986,1,94,8,failure,False,isabelle,koch,16/11,unknown
5,"2069 collins courts \ncummingsbury, la 99915-0359",management,married,primary,False,621,False,True,cellular,114,1,208,1,failure,False,danika,kirlin,02/02,unknown
4,"197MadisonMissionSt.\nNorthJoesph,MO64501-0972",technician,married,secondary,False,310,True,False,cellular,200,1,253,1,failure,False,kevon,mckenzie,06/02,unknown
3,"375 Purdy Walk St.\nBradlyport, MN 53300-7703",entrepreneur,married,unknown,False,73,True,False,cellular,158,1,135,1,failure,False,will,wiegand,21/11,unknown
3,"217 Izaiah Fi3lds Apt. 796\nS0uth Mari0p0rt, ND 46754-7969",technician,married,secondary,False,64,True,False,cellular,239,4,278,2,other,False,wilson,towne,12/05,unknown
2,"4941K03PPPIN3AV3.\NLAK3CRAIG,MP97506",services,single,secondary,False,168,False,False,cellular,347,3,140,2,success,True,elliott,rempel,01/06,unknown
4,"3627JeffryVilleAve.\nMcClureview,AS31128-4563",services,married,secondary,False,1550,True,False,cellular,126,2,149,8,failure,False,delores,jacobson,16/04,unknown
3,"1494 Murphy P0rt Av3.\nW3st Ludi3stad, LA 45035-3101",entrepreneur,married,tertiary,False,0,False,False,cellular,74,1,168,4,failure,False,lydia,mayert,05/05,unknown
2,"298 R00s3v3lt Parkway St.\nP0rt Katrin3, WV 06393",student,single,secondary,False,1790,False,False,cellular,224,1,322,3,failure,False,ransom,nicolas,17/04,unknown
4,"200 skiles spur \nsouth lorenzo, tx 50067",blue-collar,married,secondary,False,498,True,False,cellular,55,2,298,4,failure,False,forest,schumm,08/05,unknown
2,"27875 Tristian Lodge\nNew Alexandramouth, UT 78924",technician,single,secondary,False,455,False,False,cellular,240,1,182,8,other,False,deion,walter,29/01,unknown
3,"6502 Allene Meadows Apt. 276\nSouth Roxane, AL 36501",management,married,tertiary,False,1010,True,False,cellular,385,3,364,9,other,False,corrine,shanahan,15/05,unknown
4,"7403 Amadi Park Ave.\nKelvinfort, PR 50295",blue-collar,married,primary,False,1092,False,True,cellular,79,1,172,8,failure,False,shana,carroll,18/11,unknown
3,"6044 carl33 m0unt \ns0uth jac3bury, in 10372",technician,single,secondary,False,1855,True,False,cellular,75,1,273,1,failure,False,amadi,keeling,04/02,unknown
4,"38744 kreiger vista\nshanahantown, ut 34820-6485",services,married,secondary,False,0,True,False,cellular,154,1,124,1,other,False,fern,kirlin,22/06,unknown
2,"63737 C3cilia N3ck\nN3w Dallasb0r0ugh, NV 00524",services,married,secondary,False,0,True,False,cellular,335,2,281,8,failure,False,mollie,toy,05/05,unknown
3,"29603 Stanton River\nSchimmelhaven, FL 42341-3311",management,divorced,secondary,False,414,False,False,cellular,293,2,162,4,failure,False,larry,kihn,29/01,water
5,"5933 Rosie Pines Ave.\nMertieland, PW 88005",management,married,tertiary,False,1944,True,False,cellular,238,3,323,2,failure,False,savanah,hilll,15/04,unknown
2,"331 Lueilwitz Wells St.\nWest Barney, NC 21444",technician,single,secondary,False,3,False,False,telephone,40,8,349,6,failure,False,betsy,wintheiser,18/05,unknown
3,"01698 Rapha3l Lights\nN3w K3ll3yhav3n, KS 64247",student,single,unknown,False,1281,False,False,cellular,279,1,117,1,failure,False,willard,walker,25/08,unknown
5,"117 jacynth3 pass \n3ast micha3lab0r0ugh, sd 40389",management,married,tertiary,False,2881,False,False,cellular,510,2,2,5,other,False,jed,lang,05/08,unknown
3,"4543 gertrude tunnel ave.\nport destinmouth, md 49985",blue-collar,single,secondary,False,445,True,False,cellular,218,1,330,2,failure,False,marlene,carroll,16/04,unknown
4,"55013 Zi3m3 Highway\nS0uth Barr3tt, MD 33612",management,married,secondary,False,643,True,False,cellular,74,2,256,1,failure,False,sigrid,ziemann,17/04,unknown
4,"9014H0m3nickLightsAv3.\nN0rth0l3tastad,AA12141-4529",management,married,tertiary,False,-1212,True,False,cellular,1259,2,333,18,failure,False,carole,reynolds,15/05,unknown
4,"0038 M00R3 M0UNTAINS SUIT3 556\NP0RT ABBY, M0 88099-1653",technician,married,secondary,False,2125,True,True,cellular,285,3,116,4,failure,False,ocie,cummerata,21/11,unknown
3,"5325 Dereck Station Apt. 592\nWest Baron, KY 89641-9177",technician,single,secondary,False,271,True,False,cellular,80,2,268,2,other,False,doris,willms,13/05,unknown
4,"2091 Lowell Road Ave.\nWest Oral, DC 18135-7823",technician,married,secondary,False,-75,True,False,cellular,57,1,247,1,other,False,wilmer,lubowitz,04/02,unknown
2,"21107 K3rluk3 3xpr3ssway\n3ast Maryjan3, AP 12588",services,married,secondary,False,58,True,False,cellular,113,1,337,2,other,False,bernice,mante,07/05,unknown
3,"56961 d0yl3 3xt3nsi0ns\nlak3 kal3y, ny 78560-1453",management,single,tertiary,False,112,True,False,cellular,159,2,271,1,failure,False,jocelyn,keebler,02/02,unknown
4,"0732 Jacobs Mountain \nLake Ayden, OR 26529-7017",self-employed,married,tertiary,False,13669,False,False,cellular,138,1,136,8,other,False,loma,rohan,15/10,water
4,"688AlexandreaMountSt.\nWestTimmyton,NV93831",management,married,tertiary,False,1429,True,False,cellular,1015,1,198,2,other,True,elijah,leannon,19/11,unknown
